Name,Comment,Time,Likes,Reply Count
Rajender Singh,Op,2021-04-04T09:44:00Z,0,0
Mukta Pal,ajju tujhe salaaaaaammmm,2021-04-04T09:43:53Z,1,0
Sanjay Kadam,Rcd win,2021-04-04T09:43:46Z,0,0
Syed Rafakat,Hogi koi Sheikh haseena ki sister,2021-04-04T09:43:43Z,0,0
Rocking Films,50 thousand for ajju bhai from each video at least ........waha YouTube income,2021-04-04T09:43:00Z,3,0
Aditya Yadav,Ajubhai please mujhe lol emote <br />De do yaar i am your big fan,2021-04-04T09:42:28Z,0,0
Ankush Pabby,Bhai hai apke paas,2021-04-04T09:42:27Z,0,0
ff,Hello bro,2021-04-04T09:42:12Z,0,0
KANJU BHURIYA,Ajju bhai DJ Lokgeet karo,2021-04-04T09:42:00Z,0,0
Free Fire,Mara freefire name nightshelby ha,2021-04-04T09:41:52Z,0,0
HARSH VERMA,Give full guide for use awm,2021-04-04T09:41:49Z,0,0
Salma Begum,Good morning,2021-04-04T09:41:38Z,1,0
Free Fire,Bhi mari ruqest accept kar lo,2021-04-04T09:41:18Z,0,0
Shaik Khaleel,Head king ajjubai94,2021-04-04T09:41:07Z,0,0
Rammohan Yadav,These make it go to my,2021-04-04T09:41:06Z,0,0
Rammohan Yadav,ide name,2021-04-04T09:40:45Z,0,0
Rockstar Gaming ꪜ,Thank You For 1.98K❤️❤️<br /><br />2 K Karwaado Guys🙏🙏<br /><br /> Love You All..😘😘 THANK YOU,2021-04-04T09:39:59Z,9,2
Rammohan Yadav,Kartikbonfl,2021-04-04T09:39:59Z,0,0
Rockstar Gaming ꪜ,Thank You For 1.98K❤️❤️<br /><br />2 K Karwaado Guys🙏🙏<br /><br /> Love You All..😘😘 THANK YOU,2021-04-04T09:39:55Z,8,0
Rockstar Gaming ꪜ,Thank You For 1.98K❤️❤️<br /><br />2 K Karwaado Guys🙏🙏<br /><br /> Love You All..😘😘 THANK YOU,2021-04-04T09:39:51Z,6,0
Rockstar Gaming ꪜ,Thank You For 1.98K❤️❤️<br /><br />2 K Karwaado Guys🙏🙏<br /><br /> Love You All..😘😘 THANK YOU,2021-04-04T09:39:48Z,3,0
Sarkar Ji,Any school and college students is hera...♥️,2021-04-04T09:39:39Z,0,1
Ravinder Kaur,Samreetkaur1,2021-04-04T09:39:31Z,0,0
Ravinder Kaur,Gurithind100,2021-04-04T09:39:16Z,0,0
Ravinder Kaur,Bhaiii himatt hai to Reetkaur11 id par 1 by 1 lgaao,2021-04-04T09:38:58Z,1,0
GARENA GAMING FF,जो जो ajjubhai का विडीयो देखता है भगवान उसको हमेशा खुश रखे,2021-04-04T09:38:49Z,0,0
Ramesh Gondane,Bhai ham dost ko diamonds keise gift kar sake o batao,2021-04-04T09:38:41Z,1,0
Madhusudan Das,Aju bhai ma apka bahot bara fahn ho,2021-04-04T09:37:38Z,1,0
Rammohan Yadav,Hello 👋 ajju bhai,2021-04-04T09:36:43Z,0,0
Musa Abdullah,sala nob,2021-04-04T09:36:41Z,1,0
Astha Goswami,Think If aajubhai reavel his face on YouTube so how many views was come in his video,2021-04-04T09:36:36Z,1,0
Anil G gundiya,Helo aaju bhai aap gujrati ho kya,2021-04-04T09:36:31Z,0,0
Chavda Kana,good morning,2021-04-04T09:36:19Z,1,0
Vipin Kumar,Apke pass bhot sare 💎 hai,2021-04-04T09:35:43Z,0,0
Aayush kumar Sharma,Mi,2021-04-04T09:35:07Z,0,0
Ridhu R,No,2021-04-04T09:34:51Z,0,0
Jasbeer Kaur,Ajjubhai RCB m yuzi chahal hi acha bowler h bus,2021-04-04T09:34:29Z,0,1
K Raju,Good morning,2021-04-04T09:33:57Z,1,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:33:38Z,0,0
Hitesh Studio cartoon,Tera number maire pass hai ajjubhai app ahmedabad me vapunagar ya fir gandhinagar rehte hoo app,2021-04-04T09:33:36Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:33:33Z,0,0
laxmi infosys,Ajju bhai op,2021-04-04T09:33:31Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:33:27Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:33:23Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:33:18Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:33:10Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:32:57Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:32:51Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:32:45Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:32:40Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:32:26Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:32:20Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:32:14Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:32:07Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:32:01Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:31:55Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:31:50Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:31:45Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:31:38Z,0,0
SHRITESHRAJ KISHOR,1000 diamand dedo bhai,2021-04-04T09:31:28Z,0,0
f f teach gaming,13 subscriber ho gaya hai ab bas 20 subscriber krvado,2021-04-04T09:31:23Z,1,0
f f teach gaming,13 subscriber ho gaya hai ab bas 20 subscriber krvado,2021-04-04T09:31:15Z,1,1
Ravinder Kaur,Agar tumme himmat hai to face reveal karo aur gurithind100 ko friend request send krke 10000 diamonds gift karo,2021-04-04T09:31:12Z,0,0
Raju Chauhan,Ajju bhai,2021-04-04T09:31:10Z,0,0
Raju Chauhan,Hii,2021-04-04T09:30:46Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:30:41Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:30:33Z,0,0
f f teach gaming,13 subscriber ho gaya hai ab bas 20 subscriber krvado,2021-04-04T09:30:32Z,1,0
Sachin Kumar,Op,2021-04-04T09:30:31Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:30:27Z,0,0
f f teach gaming,13 subscriber ho gaya hai ab bas 20 subscriber krvado,2021-04-04T09:30:26Z,1,0
Ishpreet Gamer,thank you for 0 subscriber guys ab 10 subscribers karva do😈,2021-04-04T09:30:23Z,1,1
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:30:22Z,0,0
f f teach gaming,13 subscriber ho gaya hai ab bas 20 subscriber krvado,2021-04-04T09:30:19Z,1,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:30:17Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:30:10Z,0,0
f f teach gaming,13 subscriber ho gaya hai ab bas 20 subscriber krvado,2021-04-04T09:30:06Z,1,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:30:03Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:29:58Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:29:52Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:29:45Z,0,0
Ramesh Gondane,Bhai me hath jodti hu aap mere comments ka javab dena please 🙏,2021-04-04T09:29:42Z,1,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:29:40Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:29:32Z,0,0
Alka Panchal,ajjubahi iam your fan please send me your request or i am your f,2021-04-04T09:29:24Z,0,0
Daund Pune,Nahi,2021-04-04T09:29:15Z,0,0
Anant Wankhade,Ajubhai ho new mode ahe he ap ho play ku nahi karte muge uska vedio chaihe,2021-04-04T09:29:02Z,0,0
Vijay Gondkar,haty op in chat,2021-04-04T09:29:01Z,0,0
deepu deepu,deepu,2021-04-04T09:28:54Z,0,0
TECH GURUJI GAMING,Good morning,2021-04-04T09:28:46Z,0,0
PRO GAMERZ SIBBU,Kabse kahe raha hu,2021-04-04T09:28:41Z,1,0
PRO GAMERZ SIBBU,Bhai mera cyber bunny bundle nikal do,2021-04-04T09:28:26Z,1,0
Anjana Patel,Very nice Ajjubhai I am yaksh Patel,2021-04-04T09:28:21Z,1,0
Ramesh Gondane,"Agar aap sach me comments padhte ho to mere comments ka javab jarur dena, nahi to samzungi ki aap sirf YouTube par like or peise kamane ke liye hi video dalte ho.",2021-04-04T09:28:12Z,1,0
Aryan Mishra,My favourite team is Mumbai Indians,2021-04-04T09:27:58Z,0,0
Gautam Dhar,Ajju bhai aapke pass Ho bandal Nahin Hai,2021-04-04T09:27:51Z,0,0
Gautam Dhar,ABHIMANYU,2021-04-04T09:27:29Z,0,0
TULASI MADHURA,AWM KA MEANING AJJUBHAI WINING MATCH,2021-04-04T09:27:11Z,0,0
Farhat Khan,Ajjubhai apna face kab laoge,2021-04-04T09:26:45Z,0,0
Bharat Mandal,Ajjubhai CR7 Dedo please ID HeroFFA3908S mein Apka har Video Dekhta hu or like bhi kar deta hu,2021-04-04T09:26:02Z,0,0
Shamim Ahmad,50 subscriber kara do,2021-04-04T09:26:00Z,0,0
Ankush Pabby,Good morning bhai,2021-04-04T09:25:22Z,1,0
Nilesh Shinde,Nico app Google Search banl,2021-04-04T09:25:08Z,0,0
Ramesh Gondane,"Ajjubhai aap to diamonds gift karte ho na to aap ko pate to hoga na hame batao hamne kafi try kiya par diamonds gifts nahi ho rahe, charector gift hota he par hame chije Nahi chahiye diamonds gift nahi hote uske bare me batao",2021-04-04T09:24:15Z,0,0
Thakur Nath,Ajjubhai nahi ha,2021-04-04T09:23:58Z,1,0
Zaheerun Nisha,Mughe 100 diamond dedo meri Id hai hero983812,2021-04-04T09:23:08Z,0,0
मदन गोपाल,Haello bro 1000 diamonds dado id 2770051781,2021-04-04T09:22:57Z,0,0
Anant Sinha,Bhai mujhe chrono aur emote de dona plzzz bhai,2021-04-04T09:22:42Z,0,0
मदन गोपाल,Haello bro 1000 diamonds dado id 2770051781,2021-04-04T09:22:17Z,0,0
tej bahadur,Street boy bundle based priyanshu 1418,2021-04-04T09:22:08Z,0,0
C D,Ajju bhai comment karo,2021-04-04T09:21:30Z,0,0
Niraj kashyap,No gf ok,2021-04-04T09:21:27Z,0,0
Niraj kashyap,Ajjubhai tum gunda ho,2021-04-04T09:21:19Z,0,0
Piyush Joshi Vlogs,"ᶜᵃⁿ ᵃⁿʸᵒⁿᵉ ˢᵉᵉ ᵐʸ ˡⁱᵗᵗˡᵉ ᶜᵒᵐᵐᵉⁿᵗ ?,,",2021-04-04T09:21:07Z,5,0
Vasava Rajanbhai gumanbhai,Ajju bhai mere sath khalo,2021-04-04T09:20:49Z,1,0
Deepak Shrivastava,Song is best 150 rupaya dega 😂😂😂😂,2021-04-04T09:20:30Z,0,0
sudesh kumar,hi,2021-04-04T09:20:09Z,0,0
C D,Ajju bhai hamari odia tumare gana he sunau kiya,2021-04-04T09:19:58Z,0,0
Antor Sarker,Please bhai,2021-04-04T09:19:54Z,1,0
army Gaming,Please,2021-04-04T09:18:44Z,0,0
army Gaming,Bahi mari mp40 cobra max kardo koi,2021-04-04T09:18:37Z,0,0
Mistry Dhruvil,Hiii,2021-04-04T09:18:26Z,0,0
Ansh Rajput,Good afternoon 🌞😊😘🌞,2021-04-04T09:17:47Z,0,0
Santosh Kumar,Mene app ka face deka hai,2021-04-04T09:17:46Z,0,0
Labhubhai Nai,Me apaka bohat Bada fan hu,2021-04-04T09:17:44Z,0,0
Alam Sk,ajjuvi ak id dado na vi place vi 👆☝☝☝☝👍👍👍👍👌👌👌,2021-04-04T09:17:17Z,0,0
Labhubhai Nai,Please,2021-04-04T09:17:14Z,0,0
AGRADEEP DEB.,Bhai agar mi apki favourite he to please 💜dedo,2021-04-04T09:17:12Z,0,0
Labhubhai Nai,Please face revel karo,2021-04-04T09:17:08Z,0,0
Savan Jadhao,❤️❤️❤️❤️🙄😘😘😘😘😘😘😘❤️❤️,2021-04-04T09:17:03Z,0,0
Charan Teja,Hai ajjubhai 👍,2021-04-04T09:16:59Z,1,0
Manish Chopra,Good morning ajay bahi,2021-04-04T09:16:17Z,0,0
Leena Rajurkar,Botho mst h,2021-04-04T09:16:15Z,0,0
nayeem gaming,Mujhe please diamond,2021-04-04T09:16:10Z,0,0
Santosh Kumar,Op ajubhai app pero ho,2021-04-04T09:16:08Z,0,0
Kalyansingh Lodhi,No,2021-04-04T09:15:54Z,0,0
Bhavika's Fashion,Are ajju tu natik ku jane kya,2021-04-04T09:15:53Z,0,0
Siddhi Rao Chamte,ajjubhai ranked kheloge video mein aur muje aapka booyah dekhna hai,2021-04-04T09:15:07Z,0,0
Ganesh Varma,Hi,2021-04-04T09:15:01Z,0,0
Ayushi Chandegra,Femal bundel,2021-04-04T09:14:18Z,0,0
Artist Ansh Drawing gallery,Op,2021-04-04T09:14:12Z,0,0
Birendra Kumar,Ajju bhai,2021-04-04T09:14:06Z,0,0
Artist Ansh Drawing gallery,Nice,2021-04-04T09:14:04Z,0,0
Hari Ajankar,Ajju Bhai op in the chat,2021-04-04T09:13:47Z,6,1
Sandip Maji,😂😂😂😂😂😂😂😂😂,2021-04-04T09:13:10Z,0,0
soumil Verma,Kasam mat khao sar ji like kar diya,2021-04-04T09:12:53Z,0,0
Siddeshwar Waghmode,AWM किंग अज्जुभाई,2021-04-04T09:12:53Z,0,0
K Gamarz,Hii ajjou Bhai,2021-04-04T09:12:33Z,0,0
DRAG ARMY D,🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻❤❤🙏🏻🙏🏻🙏🏻😍🙏🏻🙏🏻,2021-04-04T09:12:28Z,0,0
Cutex Priya,"Sir mai ek App se daily 10000 -15000 win krti hu, Mera daily ka transaction 10000 ka hai,, to muze ye janana tha ki income tax department ka koi fanda to nhi hoga.....",2021-04-04T09:12:27Z,0,3
Santosh Kumar,You are late,2021-04-04T09:11:49Z,0,0
CRUSH GAMING,Amit bhai is back,2021-04-04T09:11:47Z,1,0
mobin gamer,Noobde,2021-04-04T09:11:36Z,1,0
REYAL GAMER YT,&quot;&quot;&quot;Intro is getting op everyday ❤,2021-04-04T09:11:32Z,32,6
Santosh Kumar,Good morning bhai,2021-04-04T09:11:30Z,0,0
Santosh Kumar,Good morning bhai,2021-04-04T09:11:17Z,0,0
Santosh Kumar,Good morning bhai,2021-04-04T09:11:10Z,0,0
Inayat Khan,Hello bhai,2021-04-04T09:10:52Z,0,0
Vishal Chaidhari,Mumbai Indians brand padri rcb,2021-04-04T09:10:50Z,0,0
kashish kashish,Gaju bhai message Pauri for kheloge Teri free Paar ki Idea Jatin 4024L,2021-04-04T09:10:49Z,1,0
Shiv Kumar,Ajjubahi diamond,2021-04-04T09:10:46Z,1,0
Arun Rajput,Hy,2021-04-04T09:10:34Z,0,0
Sanjay Creation,Ajju bhai aap mujhe koi gun ki skin gift kr do na bhai <br />Koi bhi mp40 beat damage wala<br />Qpet scar<br />M4A1 best damage wala<br />Old durgun AK gun<br />Gulubol ka skin<br />M1887 ka skin <br />bhai plzz nhi hai yaar de do na<br />Uid:-1684636833( ༄Ꭺs ᭄sanju 21࿐),2021-04-04T09:10:22Z,0,0
Sonu Kumar,G. M,2021-04-04T09:10:11Z,0,0
love status,Awm king,2021-04-04T09:10:01Z,0,0
study with your freind,Manya is his girl friend,2021-04-04T09:09:51Z,0,0
Nadia Rais,I am your big fan,2021-04-04T09:09:33Z,0,0
Piyush Larokar,Please mujhe Cobra wali saree IMO de do please Ajju Bhai Main Tumhari sari video dekh To Sare video ko like kar do please Sanju bhai meri ID ka naam hai kingdarkrai7,2021-04-04T09:09:27Z,0,0
Manav Kumar,Thanks❤️❤️❤️❤️❤️,2021-04-04T09:09:07Z,1,0
Piyali Bhattacharjee,Ajju bhai face reveal kar do,2021-04-04T09:09:06Z,0,0
Piyali Bhattacharjee,Sir ji op,2021-04-04T09:08:42Z,0,0
Ra Kumar,Good morning,2021-04-04T09:08:34Z,0,0
Bimlesh Sharma,Rohit 982737,2021-04-04T09:08:14Z,0,0
Dev Kissu,Aajubhai,2021-04-04T09:08:09Z,0,0
Chhinder Pal,Op,2021-04-04T09:08:02Z,1,0
CRUSH GAMING,Face reveal,2021-04-04T09:07:59Z,1,0
Anisa Patel,Good morning,2021-04-04T09:07:58Z,0,0
Sonu Kumar,Bahi dj amok do,2021-04-04T09:07:37Z,1,0
rameshwar warpe,Ajjubhai AWM king,2021-04-04T09:07:29Z,1,0
Santosh Uikey,Hii,2021-04-04T09:07:15Z,0,0
Shubham Gavadia,Bhai restart kro or fir power oof ker k open ker ok bhai,2021-04-04T09:07:06Z,0,0
charan charya,I am biggest fan,2021-04-04T09:07:02Z,0,0
amit kumar,Bahi ma apka fane hu mari idea ma Dj all ok gift karo bahi SahilZa5619U,2021-04-04T09:06:38Z,0,0
PRADIP DE,I love ap 30 millions pa qna vedio banjo or ans this question ap ka girlfriend ka nam batao sach😍😍😍😍😍❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤💑💑💑💑💑💑💑💑💑💚💚💑💑💑💋,2021-04-04T09:06:32Z,8,0
Pranav Gor,M40 op bolte hai,2021-04-04T09:06:23Z,0,0
Sachin Gaykwad,Bhai mere ko do achcha diamond de do yaar,2021-04-04T09:06:14Z,1,0
Pranav Gor,Thank you for guulbi full,2021-04-04T09:06:13Z,0,0
Pranav Gor,Brother I will show you in,2021-04-04T09:06:00Z,0,0
Piyush Larokar,"Please please please Ajju bhai Mujhe Lol emote De Do de do meri ID ka naam hai kingdarkrai7 main Tumhen request bhejta Hun To tum meri request accept bhi nahin Karte please mujhe bike wali emote De do unmen SE Loli emote gadi wali emote Please de do Or 5 bundle de do please yah sab mat do yah sab aapko Nahin Dena hoga to mat do please mujhe FIR 50,000 dimonds de do please Ajju bhai please",2021-04-04T09:05:56Z,0,0
Anil Singh,Osm,2021-04-04T09:05:46Z,0,0
Syed Rafakat,Ajju bhai iam your big fan,2021-04-04T09:05:43Z,0,0
Anisa Patel,Hi,2021-04-04T09:05:34Z,0,0
Sachin Gaykwad,Bhai mere ko 2000 diamond chahie,2021-04-04T09:05:00Z,1,0
SDOP RATLAM,custom tum banana,2021-04-04T09:04:47Z,0,0
Vinay Tiwari,Op,2021-04-04T09:04:29Z,0,0
